MIN=0	0	0	-0.1	0	0	
MAX=15	30	10	13	30	5	
SCALE=5	10	5	5	10	1	
DEC=1	2	2	2	2	2	
DEF="Time" t / s	"Voltage" U_A1 / V	"Voltage" U_B1 / V	"Collector Current" I_A / nA	"Acceleration Voltage" U_2 / V	"Frequency" f / Hz	
0	0.825	-0.065	-0.065	8.25	NAN	
0.1	0.015	-0.04	-0.04	0.15	NAN	
0.2	0.075	-0.05	-0.05	0.75	NAN	
0.3	0.18	-0.065	-0.065	1.8	NAN	
0.4	0.105	-0.045	-0.045	1.05	NAN	
0.5	0.12	-0.035	-0.035	1.2	NAN	
0.6	0.15	-0.04	-0.04	1.5	NAN	
0.7	0.165	-0.03	-0.03	1.65	NAN	
0.8	0.195	-0.02	-0.02	1.95	NAN	
0.9	0.225	-0.035	-0.035	2.25	NAN	
1	0.255	-0.03	-0.03	2.55	NAN	
1.1	0.27	-0.02	-0.02	2.7	NAN	
1.2	0.3	-0.005	-0.005	3	NAN	
1.3	0.33	0	0	3.3	NAN	
1.4	0.36	0.02	0.02	3.6	NAN	
1.5	0.39	0.07	0.07	3.9	NAN	
1.6	0.405	0.14	0.14	4.05	NAN	
1.7	0.42	0.38	0.38	4.2	NAN	
1.8	0.45	0.56	0.56	4.5	NAN	
1.9	0.48	0.82	0.82	4.8	NAN	
2	0.51	0.985	0.985	5.1	NAN	
2.1	0.54	1.28	1.28	5.4	NAN	
2.2	0.555	1.26	1.26	5.55	NAN	
2.3	0.585	1.18	1.18	5.85	NAN	
2.4	0.615	0.735	0.735	6.15	NAN	
2.5	0.645	0.525	0.525	6.45	NAN	
2.6	0.66	0.23	0.23	6.6	NAN	
2.7	0.69	0.135	0.135	6.9	NAN	
2.8	0.72	0.17	0.17	7.2	NAN	
2.9	0.75	0.085	0.085	7.5	NAN	
3	0.765	0.25	0.25	7.65	NAN	
3.1	0.795	0.345	0.345	7.95	NAN	
3.2	0.81	0.495	0.495	8.1	NAN	
3.3	0.84	0.71	0.71	8.4	NAN	
3.4	0.87	0.95	0.95	8.7	NAN	
3.5	0.9	1.315	1.315	9	NAN	
3.6	0.93	1.515	1.515	9.3	NAN	
3.7	0.945	1.99	1.99	9.45	NAN	
3.8	0.975	2.42	2.42	9.75	NAN	
3.9	1.005	2.795	2.795	10.05	NAN	
4	1.035	3.095	3.095	10.35	NAN	
4.1	1.05	3.1	3.1	10.5	NAN	
4.2	1.08	2.475	2.475	10.8	NAN	
4.3	1.095	1.76	1.76	10.95	NAN	
4.4	1.125	0.92	0.92	11.25	NAN	
4.5	1.155	0.715	0.715	11.55	NAN	
4.6	1.17	0.435	0.435	11.7	NAN	
4.7	1.2	0.36	0.36	12	NAN	
4.8	1.23	0.49	0.49	12.3	NAN	
4.9	1.26	0.64	0.64	12.6	NAN	
5	1.29	0.77	0.77	12.9	NAN	
5.1	1.305	1.14	1.14	13.05	NAN	
5.2	1.335	1.485	1.485	13.35	NAN	
5.3	1.365	1.805	1.805	13.65	NAN	
5.4	1.395	2.425	2.425	13.95	NAN	
5.5	1.425	2.895	2.895	14.25	NAN	
5.6	1.44	3.475	3.475	14.4	NAN	
5.7	1.455	4.045	4.045	14.55	NAN	
5.8	1.485	4.78	4.78	14.85	NAN	
5.9	1.515	5.21	5.21	15.15	NAN	
6	1.545	4.895	4.895	15.45	NAN	
6.1	1.575	4.055	4.055	15.75	NAN	
6.2	1.59	2.93	2.93	15.9	NAN	
6.3	1.62	2.075	2.075	16.2	NAN	
6.4	1.65	1.4	1.4	16.5	NAN	
6.5	1.68	1.04	1.04	16.8	NAN	
6.6	1.71	0.83	0.83	17.1	NAN	
6.7	1.725	0.875	0.875	17.25	NAN	
6.8	1.755	1.08	1.08	17.55	NAN	
6.9	1.77	1.42	1.42	17.7	NAN	
7	1.8	1.73	1.73	18	NAN	
7.1	1.83	2.135	2.135	18.3	NAN	
7.2	1.845	2.675	2.675	18.45	NAN	
7.3	1.875	3.315	3.315	18.75	NAN	
7.4	1.905	4.045	4.045	19.05	NAN	
7.5	1.935	4.865	4.865	19.35	NAN	
7.6	1.95	5.825	5.825	19.5	NAN	
7.7	1.98	6.625	6.625	19.8	NAN	
7.8	2.01	7.155	7.155	20.1	NAN	
7.9	2.04	7.165	7.165	20.4	NAN	
8	2.07	6.395	6.395	20.7	NAN	
8.1	2.085	4.93	4.93	20.85	NAN	
8.2	2.1	3.875	3.875	21	NAN	
8.3	2.13	2.795	2.795	21.3	NAN	
8.4	2.16	2.15	2.15	21.6	NAN	
8.5	2.19	1.655	1.655	21.9	NAN	
8.6	2.205	1.64	1.64	22.05	NAN	
8.7	2.235	1.715	1.715	22.35	NAN	
8.8	2.265	1.875	1.875	22.65	NAN	
8.9	2.295	2.34	2.34	22.95	NAN	
