MIN=0	0	0	-0.1	0	0	
MAX=15	30	10	13	30	5	
SCALE=5	10	5	5	10	1	
DEC=1	2	2	2	2	2	
DEF="Time" t / s	"Voltage" U_A1 / V	"Voltage" U_B1 / V	"Collector Current" I_A / nA	"Acceleration Voltage" U_2 / V	"Frequency" f / Hz	
0	0.675	1.17	1.17	6.75	NAN	
0.1	0.075	0.21	0.21	0.75	NAN	
0.2	0.15	-0.06	-0.06	1.5	NAN	
0.3	0.105	-0.055	-0.055	1.05	NAN	
0.4	0.075	-0.05	-0.05	0.75	NAN	
0.5	0.105	-0.055	-0.055	1.05	NAN	
0.6	0.135	-0.045	-0.045	1.35	NAN	
0.7	0.165	-0.05	-0.05	1.65	NAN	
0.8	0.18	-0.055	-0.055	1.8	NAN	
0.9	0.21	-0.05	-0.05	2.1	NAN	
1	0.24	-0.05	-0.05	2.4	NAN	
1.1	0.27	-0.045	-0.045	2.7	NAN	
1.2	0.3	-0.045	-0.045	3	NAN	
1.3	0.33	-0.045	-0.045	3.3	NAN	
1.4	0.345	-0.04	-0.04	3.45	NAN	
1.5	0.36	-0.04	-0.04	3.6	NAN	
1.6	0.39	-0.035	-0.035	3.9	NAN	
1.7	0.42	-0.025	-0.025	4.2	NAN	
1.8	0.45	-0.015	-0.015	4.5	NAN	
1.9	0.465	0	0	4.65	NAN	
2	0.495	0.025	0.025	4.95	NAN	
2.1	0.525	0.065	0.065	5.25	NAN	
2.2	0.555	0.095	0.095	5.55	NAN	
2.3	0.585	0.09	0.09	5.85	NAN	
2.4	0.6	0.05	0.05	6	NAN	
2.5	0.63	0.02	0.02	6.3	NAN	
2.6	0.66	-0.005	-0.005	6.6	NAN	
2.7	0.69	-0.02	-0.02	6.9	NAN	
2.8	0.72	-0.025	-0.025	7.2	NAN	
2.9	0.735	-0.025	-0.025	7.35	NAN	
3	0.75	-0.025	-0.025	7.5	NAN	
3.1	0.78	-0.015	-0.015	7.8	NAN	
3.2	0.81	-0.005	-0.005	8.1	NAN	
3.3	0.84	0.01	0.01	8.4	NAN	
3.4	0.87	0.035	0.035	8.7	NAN	
3.5	0.885	0.08	0.08	8.85	NAN	
3.6	0.915	0.14	0.14	9.15	NAN	
3.7	0.945	0.245	0.245	9.45	NAN	
3.8	0.975	0.355	0.355	9.75	NAN	
3.9	1.005	0.49	0.49	10.05	NAN	
4	1.02	0.585	0.585	10.2	NAN	
4.1	1.05	0.61	0.61	10.5	NAN	
4.2	1.065	0.455	0.455	10.65	NAN	
4.3	1.095	0.31	0.31	10.95	NAN	
4.4	1.125	0.085	0.085	11.25	NAN	
4.5	1.14	0.035	0.035	11.4	NAN	
4.6	1.17	0.01	0.01	11.7	NAN	
4.7	1.2	-0.015	-0.015	12	NAN	
4.8	1.23	-0.005	-0.005	12.3	NAN	
4.9	1.26	0	0	12.6	NAN	
5	1.275	0.015	0.015	12.75	NAN	
5.1	1.305	0.075	0.075	13.05	NAN	
5.2	1.335	0.115	0.115	13.35	NAN	
5.3	1.365	0.21	0.21	13.65	NAN	
5.4	1.395	0.345	0.345	13.95	NAN	
5.5	1.395	0.53	0.53	13.95	NAN	
5.6	1.425	0.685	0.685	14.25	NAN	
5.7	1.455	0.835	0.835	14.55	NAN	
5.8	1.485	1.035	1.035	14.85	NAN	
5.9	1.515	1.15	1.15	15.15	NAN	
6	1.53	1.125	1.125	15.3	NAN	
6.1	1.56	0.885	0.885	15.6	NAN	
6.2	1.59	0.62	0.62	15.9	NAN	
6.3	1.62	0.305	0.305	16.2	NAN	
6.4	1.65	0.13	0.13	16.5	NAN	
6.5	1.665	0.05	0.05	16.65	NAN	
6.6	1.695	0.03	0.03	16.95	NAN	
6.7	1.725	0.04	0.04	17.25	NAN	
6.8	1.74	0.07	0.07	17.4	NAN	
6.9	1.77	0.145	0.145	17.7	NAN	
7	1.785	0.23	0.23	17.85	NAN	
7.1	1.815	0.355	0.355	18.15	NAN	
7.2	1.845	0.505	0.505	18.45	NAN	
7.3	1.875	0.695	0.695	18.75	NAN	
7.4	1.89	0.92	0.92	18.9	NAN	
7.5	1.92	1.165	1.165	19.2	NAN	
7.6	1.95	1.4	1.4	19.5	NAN	
7.7	1.98	1.605	1.605	19.8	NAN	
7.8	2.01	1.815	1.815	20.1	NAN	
7.9	2.025	1.725	1.725	20.25	NAN	
8	2.055	1.5	1.5	20.55	NAN	
8.1	2.07	1.09	1.09	20.7	NAN	
8.2	2.1	0.735	0.735	21	NAN	
8.3	2.13	0.475	0.475	21.3	NAN	
8.4	2.145	0.265	0.265	21.45	NAN	
8.5	2.175	0.14	0.14	21.75	NAN	
8.6	2.205	0.12	0.12	22.05	NAN	
8.7	2.235	0.165	0.165	22.35	NAN	
8.8	2.265	0.24	0.24	22.65	NAN	
8.9	2.28	0.425	0.425	22.8	NAN	
9	2.31	0.59	0.59	23.1	NAN	
9.1	2.34	0.73	0.73	23.4	NAN	
9.2	2.37	0.975	0.975	23.7	NAN	
9.3	2.385	1.28	1.28	23.85	NAN	
9.4	2.4	1.555	1.555	24	NAN	
9.5	2.43	2.085	2.085	24.3	NAN	
9.6	2.46	2.215	2.215	24.6	NAN	
9.7	2.49	2.365	2.365	24.9	NAN	
9.8	2.505	2.445	2.445	25.05	NAN	
9.9	2.535	2.24	2.24	25.35	NAN	
10	2.565	1.895	1.895	25.65	NAN	
10.1	2.595	1.44	1.44	25.95	NAN	
10.2	2.625	1.035	1.035	26.25	NAN	
10.3	2.64	0.78	0.78	26.4	NAN	
10.4	2.67	0.57	0.57	26.7	NAN	
10.5	2.7	0.46	0.46	27	NAN	
10.6	2.73	0.54	0.54	27.3	NAN	
10.7	2.745	0.47	0.47	27.45	NAN	
10.8	2.76	0.575	0.575	27.6	NAN	
10.9	2.79	0.81	0.81	27.9	NAN	
11	2.82	1.025	1.025	28.2	NAN	
11.1	2.85	1.29	1.29	28.5	NAN	
11.2	2.88	1.59	1.59	28.8	NAN	
11.3	2.895	1.935	1.935	28.95	NAN	
11.4	2.925	2.315	2.315	29.25	NAN	
11.5	2.955	2.685	2.685	29.55	NAN	
11.6	2.985	3.1	3.1	29.85	NAN	
11.7	3	3.045	3.045	30	NAN	
11.8	3.03	2.97	2.97	30.3	NAN	
11.9	3.06	2.99	2.99	30.6	NAN	
12	3.075	2.425	2.425	30.75	NAN	
12.1	3.105	1.98	1.98	31.05	NAN	
12.2	3.12	1.57	1.57	31.2	NAN	
12.3	3.15	1.245	1.245	31.5	NAN	
12.4	3.18	1.015	1.015	31.8	NAN	
12.5	3.195	1	1	31.95	NAN	
12.6	3.195	0.985	0.985	31.95	NAN	
12.7	3.195	0.98	0.98	31.95	NAN	
12.8	3.195	0.93	0.93	31.95	NAN	
12.9	3.195	1.005	1.005	31.95	NAN	
13	3.195	1.005	1.005	31.95	NAN	
13.1	3.195	1	1	31.95	NAN	
13.2	3.195	0.99	0.99	31.95	NAN	
13.3	3.195	0.995	0.995	31.95	NAN	
13.4	3.195	0.935	0.935	31.95	NAN	
