39
25
15
24
25
23
21
15
24
25
28
19
28
35
24
23
26
29
25
21
24
19
22
18
22
30
25
23
21
20
25
30
20
25
25
22
27
22
17
22
32
17
22
28
19
32
25
22
29
23
24
28
23
22
20
30
25
25
21
24
19
21
23
20
26
21
23
20
35
24
27
18
17
25
19
22
22
23
26
21
21
19
19
17
17
20
20
22
19
25
18
18
20
20
22
22
22
27
15
16
