MIN=0	0	0	-0.1	0	0	
MAX=15	30	10	13	30	5	
SCALE=5	10	5	5	10	1	
DEC=1	2	2	2	2	2	
DEF="Time" t / s	"Voltage" U_A1 / V	"Voltage" U_B1 / V	"Collector Current" I_A / nA	"Acceleration Voltage" U_2 / V	"Frequency" f / Hz	
0	0.57	0.06	0.06	5.7	NAN	
0.1	0.015	0.07	0.07	0.15	NAN	
0.2	0.15	0.09	0.09	1.5	NAN	
0.3	0.12	0.12	0.12	1.2	NAN	
0.4	0.12	0.04	0.04	1.2	NAN	
0.5	0.12	0.175	0.175	1.2	NAN	
0.6	0.15	0.085	0.085	1.5	NAN	
0.7	0.165	0.11	0.11	1.65	NAN	
0.8	0.195	0.095	0.095	1.95	NAN	
0.9	0.225	0.12	0.12	2.25	NAN	
1	0.255	0.19	0.19	2.55	NAN	
1.1	0.285	0.16	0.16	2.85	NAN	
1.2	0.3	0.265	0.265	3	NAN	
1.3	0.33	0.255	0.255	3.3	NAN	
1.4	0.36	0.375	0.375	3.6	NAN	
1.5	0.375	0.48	0.48	3.75	NAN	
1.6	0.405	0.56	0.56	4.05	NAN	
1.7	0.42	0.695	0.695	4.2	NAN	
1.8	0.45	0.9	0.9	4.5	NAN	
1.9	0.48	1.105	1.105	4.8	NAN	
2	0.51	1.4	1.4	5.1	NAN	
2.1	0.54	1.745	1.745	5.4	NAN	
2.2	0.555	1.84	1.84	5.55	NAN	
2.3	0.585	1.69	1.69	5.85	NAN	
2.4	0.615	1.345	1.345	6.15	NAN	
2.5	0.645	0.98	0.98	6.45	NAN	
2.6	0.675	0.69	0.69	6.75	NAN	
2.7	0.705	0.555	0.555	7.05	NAN	
2.8	0.72	0.475	0.475	7.2	NAN	
2.9	0.735	0.48	0.48	7.35	NAN	
3	0.765	0.535	0.535	7.65	NAN	
3.1	0.795	0.66	0.66	7.95	NAN	
3.2	0.825	0.835	0.835	8.25	NAN	
3.3	0.84	1.12	1.12	8.4	NAN	
3.4	0.87	1.395	1.395	8.7	NAN	
3.5	0.9	1.73	1.73	9	NAN	
3.6	0.93	2.075	2.075	9.3	NAN	
3.7	0.96	2.575	2.575	9.6	NAN	
3.8	0.975	3.095	3.095	9.75	NAN	
3.9	1.005	3.585	3.585	10.05	NAN	
4	1.035	3.895	3.895	10.35	NAN	
4.1	1.05	3.83	3.83	10.5	NAN	
4.2	1.08	3.15	3.15	10.8	NAN	
4.3	1.095	2.26	2.26	10.95	NAN	
4.4	1.125	1.515	1.515	11.25	NAN	
4.5	1.155	1.085	1.085	11.55	NAN	
4.6	1.185	0.815	0.815	11.85	NAN	
4.7	1.215	0.75	0.75	12.15	NAN	
4.8	1.23	0.8	0.8	12.3	NAN	
4.9	1.26	0.93	0.93	12.6	NAN	
5	1.29	1.175	1.175	12.9	NAN	
5.1	1.32	1.495	1.495	13.2	NAN	
5.2	1.35	1.84	1.84	13.5	NAN	
5.3	1.365	2.305	2.305	13.65	NAN	
5.4	1.38	2.84	2.84	13.8	NAN	
5.5	1.41	3.48	3.48	14.1	NAN	
5.6	1.44	4.295	4.295	14.4	NAN	
5.7	1.47	5.06	5.06	14.7	NAN	
5.8	1.485	5.77	5.77	14.85	NAN	
5.9	1.515	6.255	6.255	15.15	NAN	
6	1.545	6.035	6.035	15.45	NAN	
6.1	1.575	5.045	5.045	15.75	NAN	
6.2	1.605	3.765	3.765	16.05	NAN	
6.3	1.62	2.635	2.635	16.2	NAN	
6.4	1.65	1.715	1.715	16.5	NAN	
6.5	1.68	1.215	1.215	16.8	NAN	
6.6	1.71	1.06	1.06	17.1	NAN	
6.7	1.725	1.065	1.065	17.25	NAN	
6.8	1.74	1.33	1.33	17.4	NAN	
6.9	1.77	1.67	1.67	17.7	NAN	
7	1.8	2.1	2.1	18	NAN	
7.1	1.83	2.64	2.64	18.3	NAN	
7.2	1.86	3.29	3.29	18.6	NAN	
7.3	1.875	4.02	4.02	18.75	NAN	
7.4	1.905	4.88	4.88	19.05	NAN	
7.5	1.935	5.73	5.73	19.35	NAN	
7.6	1.965	6.765	6.765	19.65	NAN	
7.7	1.98	7.725	7.725	19.8	NAN	
7.8	2.01	8.335	8.335	20.1	NAN	
7.9	2.04	8.3	8.3	20.4	NAN	
8	2.055	7.42	7.42	20.55	NAN	
8.1	2.085	6.05	6.05	20.85	NAN	
8.2	2.1	4.57	4.57	21	NAN	
8.3	2.13	3.29	3.29	21.3	NAN	
8.4	2.16	2.39	2.39	21.6	NAN	
8.5	2.19	1.93	1.93	21.9	NAN	
8.6	2.22	1.775	1.775	22.2	NAN	
8.7	2.235	1.78	1.78	22.35	NAN	
8.8	2.265	2.09	2.09	22.65	NAN	
8.9	2.295	2.555	2.555	22.95	NAN	
9	2.325	3.175	3.175	23.25	NAN	
9.1	2.355	4.02	4.02	23.55	NAN	
9.2	2.37	4.805	4.805	23.7	NAN	
9.3	2.385	5.91	5.91	23.85	NAN	
9.4	2.415	7.08	7.08	24.15	NAN	
9.5	2.445	8.32	8.32	24.45	NAN	
9.6	2.475	9.535	9.535	24.75	NAN	
9.7	2.49	10.245	10.245	24.9	NAN	
9.8	2.52	10.245	10.245	25.2	NAN	
9.9	2.55	9.99	9.99	25.5	NAN	
10	2.58	8.875	8.875	25.8	NAN	
10.1	2.595	7.45	7.45	25.95	NAN	
10.2	2.625	5.82	5.82	26.25	NAN	
10.3	2.655	4.585	4.585	26.55	NAN	
10.4	2.685	3.67	3.67	26.85	NAN	
10.5	2.715	2.855	2.855	27.15	NAN	
10.6	2.73	2.89	2.89	27.3	NAN	
10.7	2.745	2.99	2.99	27.45	NAN	
10.8	2.775	3.305	3.305	27.75	NAN	
10.9	2.805	3.855	3.855	28.05	NAN	
11	2.835	4.575	4.575	28.35	NAN	
11.1	2.85	5.54	5.54	28.5	NAN	
11.2	2.88	6.63	6.63	28.8	NAN	
11.3	2.91	7.93	7.93	29.1	NAN	
11.4	2.94	9.42	9.42	29.4	NAN	
11.5	2.97	10.245	10.245	29.7	NAN	
11.6	2.985	10.245	10.245	29.85	NAN	
11.7	3.015	10.245	10.245	30.15	NAN	
11.8	3.03	10.245	10.245	30.3	NAN	
11.9	3.06	10.245	10.245	30.6	NAN	
12	3.09	10.245	10.245	30.9	NAN	
12.1	3.105	9.6	9.6	31.05	NAN	
12.2	3.135	8.065	8.065	31.35	NAN	
12.3	3.165	6.855	6.855	31.65	NAN	
12.4	3.195	6.065	6.065	31.95	NAN	
12.5	3.195	6.075	6.075	31.95	NAN	
12.6	3.195	6.115	6.115	31.95	NAN	
12.7	3.195	6.1	6.1	31.95	NAN	
12.8	3.195	6.095	6.095	31.95	NAN	
12.9	3.195	6.08	6.08	31.95	NAN	
13	3.195	6.085	6.085	31.95	NAN	
13.1	3.195	6.1	6.1	31.95	NAN	
13.2	3.195	6.02	6.02	31.95	NAN	
13.3	3.195	6.07	6.07	31.95	NAN	
13.4	3.195	6.145	6.145	31.95	NAN	
13.5	3.195	6.085	6.085	31.95	NAN	
